id,answer
1687,the 12–13th century jurchen jin dynasty
1688,the 12–13th century jurchen jin dynasty
1689,call
1690,government legitimacy
1691,beg
1692,inal
1693,non-manchu bondservants
1694,massive killing
1695,the absolute ruler
1696,the southern part
1697,escalated
1698,an intertribal feud
1699,peasant rebellions
1700,med
1701,the chinese southern fleet
1702,the xinhai revolution
1703,"a manchu ""prince"
1704,the quantangshi
1705,sometimes
1706,vi
1707,his deathbed
1708,rebel forces
1709,too few ethnic manchus
1710,the sungari
1711,addition
1712,the kingdom
1713,khan
1714,her five-year-old son
1715,garrisons
1716,the first opium war
1717,rising
1718,1723
1719,his brother's proxy
1720,the military and military finance
1721,china’s nineteenth-century humiliations
1722,the two usages
1723,ming government officials
1724,the four branches
1725,the shunzhi emperor
1726,the suiyuan shidan
1727,a reduction
1728,only a small variation
1729,clocks
1730,willett's 1907 proposal
1731,horario de verano
1732,1987–2006
1733,sdst's additional hour year-round
1734,britain
1735,01:59 dst
1736,the manipulation
1737,the eastern united states
1738,"the typical ""nine-to-five"" workday"
1739,queensland independent member peter wellington
1740,a sundial
1741,1915
1742,many years earlier
1743,urban workers
1744,may 1965
1745,some jurisdictions
1746,le
1747,the 32 electorates
1748,par
1749,1978
1750,actual energy savings
1751,no time shifts
1752,potentially many simultaneous users
1753,the 1970s energy crisis
1754,dst's clock shifts
1755,ad
1756,1993
1757,franklin's 1784 satire
1758,motor gasoline consumption
1759,august
1760,clocks
1761,this country
1762,om
1763,continental europe
1764,twelve hours
1765,change
1766,the first nationwide implementation
1767,its unpopularity
1768,carbon monoxide detectors
1769,owe
1770,about 67 minutes
1771,the daylight saving time coalition
1772,new zealander george hudson
1773,computer applications
1774,winter
1775,example
1776,2005
1777,daylight hours
1778,people
1779,ancient civilizations
1780,the meteorological office
1781,ten
1782,ever
1783,18th-century europe
1784,thus
1785,willett's 1907 proposal
1786,res
1787,conversely
1788,standard time
1789,mag
1790,economics
1791,commonly
1792,ward
1793,the 2007 change
1794,the retinitis pigmentosa foundation fighting blindness
1795,stalled
1796,the required duration
1797,ten
1798,the 2008 doe report
1799,crime reductions
1800,the form daylight savings time
1801,october 2014
1802,germany
1803,1919
1804,wintertime morning
1805,adjacent time zones
1806,whose shift-work job
1807,ser
1808,example
1809,transitions
1810,iv
1811,the world's population
1812,thin
1813,fit
1814,recent versions
1815,an estimated $500 million to $1 billion
1816,mm
1817,its allies
1818,as much as 11%
1819,every year from 1911 through 1914
1820,most modern operating systems
1821,energy usage patterns
1822,young children
1823,little use
1824,van
1825,the united states
1826,a 2007 north american rule change
1827,the world
1828,example
1829,include
1830,standard time
1831,duc
1832,"a ""deception"
1833,serving
1834,higher latitudes
1835,the 1970s energy crisis
1836,willett's 1907 proposal
1837,an estimated one-day loss
1838,eve
1839,changing dates
1840,wise
1841,the royal society for the prevention of accidents
1842,early
1843,able
1844,sunset
1845,hat
1846,hat
1847,generalized conclusions
1848,willett's 1907 proposal
1849,although
1850,weak
1851,the 2011 declaration
1852,restart applications
1853,western australians
1854,motor fuel consumption
1855,es
1856,the 1976 nbs review
1857,done
1858,the length
1859,ear
1860,ordinary system maintenance
1861,timezone-independent epoch time
1862,18th-century europe
1863,ist
1864,willett's 1907 proposal
1865,the eastern united states
1866,head
1867,iv
1868,encourage
1869,v
1870,evening entertainment
1871,austria-hungary
1872,art
1873,the year
1874,removable devices stores
1875,1987–2006
1876,2005
1877,1911
1878,the reverse
1879,the world
1880,the primary funding
1881,citizens
1882,2007
1883,1981
1884,owed
1885,the 1950s
1886,the rolling stones' finest album
1887,afterburner
1888,the most reliable form
1889,a varying degree
1890,towards
1891,laying
1892,their multi-platinum début albums
1893,the rolling stones' finest album
1894,whitesnake
1895,including
1896,keep the faith
1897,the early 1970s
1898,the early 1990s
1899,the mid-1980s
1900,uriah heep
1901,1974–75
1902,1996
1903,the 1990s
1904,over 10 million copies
1905,1979
1906,redefining
1907,the opening years of the 1980s
1908,1969
1909,ark
1910,afterburner
1911,1985
1912,their eponymous ninth studio album
1913,emerged
1914,its self-titled debut album
1915,established bands
1916,keith richards
1917,over 10 million copies
1918,hard
1919,blue
1920,heavy metal
1921,2007
1922,guns n' roses
1923,1977
1924,rhythms
1925,2000
1926,the classic machine head line-up
1927,the beginning of the 1970s
1928,david lee roth
1929,the 1990s
1930,scorpions
1931,over 17 million copies
1932,leased
1933,the new commercial climate glam metal bands
1934,british heavy metal
1935,runnin' wild (2007
1936,reunions
1937,slippery when wet
1938,k.
1939,help
1940,2006–2010
1941,the 1990s
1942,the united states
1943,time
1944,12 march 2015
1945,title ii
1946,competitive local exchange carriers
1947,web-hosting
1948,title ii
1949,government research laboratories
1950,the introduction
1951,2.5 ghz
1952,known
1953,parts
1954,store
1955,an organization
1956,26 february 2015
1957,the advertiser
1958,their network
1959,ploy
1960,television cable
1961,isp with
1962,mi
1963,simple mail transfer protocol
1964,1934
1965,13 april 2015
1966,the situation
1967,need
1968,other services
1969,approximately 1500 students
1970,the most successful season
1971,"the u.s. news & world report's ""america’s best colleges"" 2016 issue"
1972,al
1973,the association to advance collegiate schools of business (aacsb
1974,the big 12 conference
1975,kansas governor thomas carney
1976,the kansas city metropolitan area
1977,the edwards campus
1978,"march 21, 1865"
1979,2001
1980,the association to advance collegiate schools of business (aacsb
1981,hat
1982,1952
1983,1969
1984,kansas governor thomas carney
1985,classes
1986,1926
1987,medical center and university hospital
1988,the william allen white school of journalism
1989,mo
1990,25
1991,1952
1992,"23,597 students"
1993,1986
1994,a 24–21 victory
1995,songs
1996,"the u.s. news & world report's ""america’s best colleges"" 2016 issue"
1997,2007
1998,thirteen national championships
1999,the university of kansas natural history museum
2000,overland park
2001,the ku memorial unions corporation
2002,1934
2003,ford motor company
2004,men's indoor track
2005,the william allen white school of journalism
2006,the kansas state legislature
2007,the university of kansas medical center
2008,the university of kansas medical center
2009,the association to advance collegiate schools of business (aacsb
2010,the university of kansas
2011,91.5
2012,journalism
2013,both its undergraduate and graduate programs
2014,the university of kansas school of business
2015,"the university of kansas school of architecture, design"
2016,its goal
2017,16
2018,university of kansas
2019,providing
2020,"""bleeding kansas"
2021,1952
2022,the lawrence and edwards campuses
2023,1890
2024,2003
2025,2012
2026,wichita
2027,ku's academic computing department
2028,brought
2029,this capstone victory
2030,the work group for community health and development
2031,1912
2032,medical center and university hospital
2033,thirteen national championships
2034,48 months
2035,1954
2036,n.
2037,school of health professions
2038,"23,597 students"
2039,thirteen national championships
2040,"june 8, 2013"
2041,"june 8, 2013"
2042,thirteen national championships
2043,the big 12 conference
2044,a greater university
2045,the coal city review
2046,the university of kansas school of law
2047,public administration
2048,primarily
2049,the following public broadcasting stations
2050,currently over $50 million thanks
2051,fall semester 1965
2052,2012
2053,ut
2054,"a free, online resource"
2055,allen fieldhouse
2056,university of kentucky
2057,"november 2, 1863"
2058,mi
2059,"""bleeding kansas"
2060,bbc one
2061,the unencrypted signal
2062,daily programmes
2063,bbc viewers
2064,the vhf transmissions
2065,several years before 1954
2066,de
2067,old
2068,britain's most iconic and beloved television programmes
2069,existing radio transmitters
2070,ly
2071,1974
2072,1929
2073,1 october 1936
2074,funded
2075,wed
2076,q
2077,la
2078,germany
2079,declared
2080,22 august 1932
2081,midnight
2082,every
2083,game shows
2084,fu
2085,went
2086,a wide range
2087,1967 tom and jerry cartoons
2088,1 september 1939
2089,2000
2090,30 minutes of morning
2091,its domestic television channels
2092,qui
2093,late 2006
2094,broadcasting house
2095,firm
2096,fro
2097,western europe
2098,vhf.[original research
2099,"mechanically scanned, 30-line television broadcasts"
2100,1932
2101,ho
2102,more niche programming
2103,7 june 1946
2104,between december 2004
2105,vent
2106,20 april 1964
2107,the bbc natural history unit
2108,1933
2109,1 september 1939
2110,daily programmes
2111,six months
2112,1974
2113,although
2114,a general entertainment channel
2115,the bbc television service
2116,sour
2117,1 october 1936
2118,enemy aircraft
2119,vhf.[original research
2120,several years before 1954
2121,test transmissions
2122,monday to saturday
2123,between december 2004
2124,the mid-1950s
2125,several years before 1954
2126,new
2127,2 november 1936
2128,"an estimated 25,000–40,000 homes"
2129,vhf.[original research
2130,a candle
2131,15:00 to 16:00 and 21:00
2132,k
2133,the corporation's most exported television programme
2134,occasional morning showings
2135,the united kingdom (wales
2136,5 july 2004
2137,the 1950s
2138,jasmine bligh
2139,5 july 2004
2140,20 april 1964
2141,subsequent
2142,its japanese distributor
2143,february 2016
2144,bbc scotland's comedy series
2145,around 2 episodes
2146,5 july 2004
2147,research
2148,a further incentive
2149,om
2150,the most distinct populations
2151,many social scientists
2152,highly
2153,adversely one or more groups
2154,2008
2155,2010
2156,validity
2157,their focus
2158,a broad scientific agreement
2159,the government
2160,other populations
2161,other researchers
2162,recent work
2163,non-hispanic white americans
2164,the biological race concept
2165,high
2166,xi
2167,biologists
2168,ore
2169,some countries
2170,order
2171,forensic anthropologists
2172,late
2173,as geographically isolated and genetically differentiated populations
2174,detected
2175,k
2176,less than 60-65%
2177,only modest genetic differentiation
2178,research
2179,med
2180,1932
2181,these socioeconomic factors
2182,78 percent
2183,the 17th through 19th centuries
2184,a human classification system
2185,(2009) in 2002–2003 surveyed european anthropologists' opinions
2186,47.7%
2187,fro
2188,continental varieties
2189,geographical
2190,a scientifically valid categorization
2191,determine
2192,bound
2193,dean amadon
2194,de
2195,its equality data review
2196,people
2197,v
2198,another
2199,a working definition
2200,due
2201,different disciplines
2202,middle-aged persons
2203,european ancestry
2204,example
2205,"(i.e., lumpers"
2206,europeans
2207,non-hispanic white americans
2208,the national institute of health
2209,a brazilian child
2210,early but enduring views
2211,that essentialist and typological conceptualizations
2212,the seventy-five percent rule
2213,about 5%
2214,2003
2215,different allele frequencies
2216,led
2217,subspecies status
2218,de
2219,biologically distinct races
2220,female slaves
2221,geographic
2222,the twenty-first century
2223,cent
2224,the persistence
2225,1985 to 1993
2226,racial profiling
2227,oth
2228,disadvantaged racial groups
2229,social inequalities
2230,ist
2231,very great genetic variation
2232,the early 1970s
2233,the 1952-2002 period
2234,scars
2235,racial categorization
2236,a 1992 article
2237,gin
2238,the findings
2239,neo
2240,other populations
2241,appearances
2242,the basic biological reality
2243,eve
2244,eco
2245,"biologically distinct ""races"
2246,anatomist charles white
2247,eduardo bonilla-silva
2248,also
2249,thin
2250,joanna mountain
2251,overcrowded prisons
2252,their american counterparts
2253,des
2254,led
2255,the 2000 edition
2256,afro-brazilian dna
2257,the office for national statistics (ons
2258,2010
2259,a 2007 review paper
2260,use
2261,called
2262,more moderate levels
2263,štrkalj et al
2264,popular culture
2265,a threshold
2266,acquisition
2267,1978
2268,exploration
2269,1978
2270,two
2271,the 1775 treatise
2272,the entire world population
2273,der
2274,ch
2275,om
2276,more profound methodological and conceptual problems
2277,the word race
2278,the last decades
2279,west africans
2280,the mid-20th-century anthropologist
2281,templeton
2282,samuel george morton
2283,the level
2284,race
2285,n.
2286,explain
2287,1949
2288,see
2289,colon
2290,eduardo bonilla-silva
2291,a valid representation
2292,the 1950s
2293,stood
2294,only icelanders
2295,2010
2296,med
2297,a group
2298,other mammalian populations
2299,outside 99%
2300,needed
2301,the natural varieties of mankind
2302,the persistence
2303,very high quantities
2304,this model
2305,richard lewontin
2306,isomorphic
2307,1.5 million years ago
2308,ethnic problems
2309,the identification
2310,"douglas j. futuyama's 1986 ""evolutionary biology"
2311,different populations/clusters
2312,the founding
2313,the 1952-2002 period
2314,a selected allele
2315,physical anthropologists
2316,quantity
2317,genotypical
2318,genetically defined races
2319,subsequent influential classifications
2320,human genetic diversity and the nonexistence of biological races
2321,the 19th century
2322,either mitochondrial dna
2323,a highly varied ancestry
2324,1964
2325,self-identities
2326,side
2327,the geographic nature
2328,carl linnaeus
2329,the ongoing discussions
2330,etc
2331,each founding event
2332,a category
2333,a socially constructed category
2334,a significant variable
2335,100% accuracy
2336,traditional racial groupings
2337,early human genetic cluster analysis studies
2338,institutionalized practices
2339,socioeconomic factors
2340,state
2341,the overwhelming genetic similarity
2342,more moderate levels
2343,traditional continental racial groups
2344,the authors
2345,the 18th century
2346,the early 20th century
2347,2009
2348,the first decade
2349,between 1932 and 1989
2350,challenged
2351,the 1930s
2352,a very sensitive issue
2353,the issues
2354,a brazilian child
2355,the late 19th century
2356,one problem
2357,the historical process
2358,phoenix
2359,abolitionist sympathies
2360,the united states
2361,today
2362,led
2363,eve
2364,1863
2365,either mitochondrial dna
2366,racial origin
2367,very great genetic variation
2368,its social functions
2369,human physical and genetic variation
2370,china's only biological anthropology journal
2371,theorize
2372,bout
2373,argue
2374,the traits
2375,self-identifying groups
2376,different parts
2377,homo ergaster
2378,claim
2379,the findings
2380,parts
2381,the job
2382,farming
2383,"goseong, gangwon province"
2384,notably ain mallaha
2385,households
2386,the size
2387,cover
2388,skilled farmers
2389,usual
2390,large animals
2391,the preceding paleolithic period
2392,the aspro chronology
2393,humans
2394,a similar set
2395,neolithic people
2396,independent domestication events
2397,"6,900-6,400 bc"
2398,any dominating class
2399,"9,650"
2400,other parts
2401,2012
2402,the previous reliance
2403,vent
2404,although
2405,little scientific evidence
2406,tending
2407,more livestock
2408,a significant and far-reaching shift
2409,the only prehistoric underground temple
2410,"around 9,500 to 9,000 bce"
2411,suggests
2412,create
2413,also
2414,part
2415,a charismatic individual
2416,ai
2417,wing
2418,particular
2419,israel
2420,canoes
2421,"3,000 inhabitants"
2422,inherited inequalities
2423,the neolithic
2424,a massive stone tower
2425,owe
2426,ch
2427,e.
2428,the levant
2429,il
2430,ver
2431,the contracting parties' full names
2432,inal
2433,the federal supreme court
2434,fro
2435,subject matter
2436,international law
2437,a siege
2438,international standing
2439,majority approval
2440,their adoption
2441,ici
2442,the authenticity
2443,international compacts
2444,may
2445,european colonization
2446,called
2447,native peoples
2448,generally
2449,the late 20th and early 21st century
2450,binding greenhouse gas emission limits
2451,ill
2452,international compacts
2453,ibn hisham
2454,chapter headings
2455,internal law
2456,the united nations framework convention on climate change
2457,na
2458,the bilateral treaties
2459,an erroneous understanding
2460,the parties' actual agreement
2461,the supreme court
2462,international law
2463,a supremacy clause
2464,non
2465,themselves
2466,the final authentic copies
2467,a collection
2468,international legal experts
2469,25 u.s.c. §
2470,a party
2471,terminate
2472,rag
2473,ha
2474,iv
2475,the executive branch
2476,including
2477,political boundaries.[citation
2478,its obligations
2479,the united states
2480,their adoption
2481,disagreements
2482,overt
2483,the pre-constitutional united states federal government
2484,lack
2485,their joint objectives
2486,lie
2487,treaties
2488,their joint objectives
2489,an important part
2490,certain defined conditions
2491,j
2492,the contracting parties' full names
2493,a government
2494,dire
2495,the head money cases
2496,terminates
2497,the late 20th and early 21st century
2498,coercion
2499,express written agreement
2500,a non-self-executing treaty
2501,each party
2502,intern
2503,w
2504,the united states
2505,the internal affairs
2506,example
2507,each party
2508,altered
2509,state behavior
2510,the international covenant on civil and political rights
2511,congress
2512,treaties
2513,a state's consent
2514,its representative
2515,european diplomatic customs
2516,any treaty
2517,the brazilian federal constitution
2518,international law
2519,ub
2520,ai
2521,the other parties
2522,a perhaps unforeseen circumstance
2523,altered
2524,ha
2525,j
2526,the time
2527,both the house
2528,numbered articles
2529,international agreements
2530,sue
2531,kno
2532,the original treaty
2533,what
2534,id
2535,that state
2536,their sovereignty
2537,oy
2538,a fact
2539,ire
2540,fo
2541,sting
2542,ul
2543,tin
2544,follow
2545,such universally accepted prohibitions
2546,invoke
2547,era
2548,the first agreement
2549,led
2550,international law
2551,their respective states
2552,3 lists
2553,function
2554,the legislation subjects
2555,other treaties
2556,indigenous peoples
2557,the treaty's execution
2558,international organizations
2559,a previous treaty
2560,le
2561,reject
2562,understanding
2563,limit
2564,example
2565,one significant part
2566,since
2567,obligations
2568,certain defined conditions
2569,lack
2570,a fairly consistent format
2571,limits
2572,a multilateral treaty
2573,change
2574,the law of treaties
2575,one significant part
2576,binding greenhouse gas emission limits
2577,function
2578,the substance
2579,the consent
2580,article 56 of the vienna convention on the law of treaties
2581,sign
2582,says
2583,february 624
2584,native peoples
2585,that state
2586,suspension
2587,silen
2588,an example
2589,the same hierarchical position
2590,the united nations
2591,de
2592,a multilateral treaty
2593,unilateral statements
2594,international law
2595,given
2596,the reserving state
2597,the head money cases
2598,eat
2599,typically a relay logic
2600,ceded
2601,more than 30 m
2602,supplant
2603,the black sea
2604,necessitated
2605,led
2606,more than 30 m
2607,technology
2608,double deck elevators
2609,the 85th floor restaurants
2610,safety interlocks
2611,stage lifts
2612,sync
2613,vented
2614,radio city music hall
2615,cost
2616,urban transport section
2617,1854
2618,tom
2619,full commercial elevators
2620,the mid 1990s
2621,the cable
2622,falling
2623,locks
2624,destination control
2625,another destination
2626,thin
2627,inherent safety
2628,1 or more calipers
2629,two architects
2630,well
2631,up-peak mode
2632,small freight elevators
2633,operated
2634,1853
2635,the available floor space
2636,1853
2637,a plunger gripping device
2638,2007
2639,the otis elevator company
2640,"the ""flying chair"
2641,call
2642,shed
2643,the mid-19th century elevators
2644,the design
2645,the low mechanical complexity
2646,an inclined plane
2647,1974
2648,2003
2649,1968
2650,1953
2651,media speculation
2652,the 2008–09 season
2653,the 2006 fifa world cup's conclusion
2654,the championships
2655,1994
2656,the 1970 fifa world cup
2657,1928
2658,this one-off event
2659,one
2660,budapest
2661,only five competitive matches
2662,2004
2663,sven-göran eriksson
2664,home soil
2665,the championships
2666,"1950, 1958"
2667,il
2668,1923
2669,"1964, 1972, 1976, 1984"
2670,budapest
2671,pay-per-view
2672,2011
2673,a disagreement
2674,1189
2675,2003
2676,1906
2677,lashed
2678,the european union
2679,fishing industry
2680,the 2011 report
2681,the pacific acp states
2682,the combined event
2683,sign
2684,sin
2685,the ellice group
2686,domain name income
2687,3 metres
2688,the health facility
2689,two round balls
2690,artefacts
2691,30%
2692,the five stipulated refugee convention grounds
2693,iv
2694,kilikiti
2695,ha
2696,ire
2697,nine or ten nurses
2698,non-biodegradable materials
2699,ad
2700,sewing
2701,iv
2702,its criteria
2703,yearly
2704,tuvalu use cowrie
2705,who
2706,the pacific regional trade and development facility
2707,three laboratory technicians
2708,2011
2709,the government
2710,2013
2711,the national bank of tuvalu
2712,accurate chronometers
2713,functions
2714,influenced
2715,exclusive economic zone
2716,a naturalist
2717,robert louis stevenson
2718,the central pacific
2719,government
2720,english hydrographer alexander george findlay
2721,that year
2722,the conclusions
2723,later that year
2724,fresh water
2725,the next european
2726,edmund duffy
2727,j
2728,would
2729,the augmented foundation programme
2730,1 january 1976
2731,alfred restieaux
2732,tuvalu participates
2733,between 1896 and 1900
2734,the next european
2735,"""climate change refugees"
2736,hi
2737,mine
2738,however demand
2739,bei
2740,x
2741,bout
2742,2000–2001
2743,government revenues
2744,the memorandum of understanding (mou
2745,the later 1890s
2746,only about 26 square kilometres
2747,2015
2748,the three central islands
2749,important matters
2750,three reef islands
2751,hms curacoa
2752,the gilbert islands
2753,niulakita
2754,ye
2755,"the ""independence day sports festival"""
2756,tuvaluan events
2757,fish
2758,upgraded transmission equipment
2759,akin
2760,the ellice group
2761,1764
2762,the later 1890s
2763,the conclusions
2764,the pacific
2765,the tuvalu borrow pits remediation (bpr) project
2766,two pharmacists
2767,their pssc
2768,ap
2769,the threat
2770,english
2771,funafuti
2772,wrestling
2773,use
2774,approximately 120 marine cadets
2775,mean
2776,a target
2777,a contentious issue
2778,may 1819
2779,the tuvaluan order 1975
2780,all nine islands
2781,about 5 mm
2782,lose
2783,first
2784,owed
2785,northern and central melanesia
2786,funafuti
2787,use
2788,not enough weight
2789,1751
2790,red
2791,the new zealand immigration and protection tribunal
2792,the teacher-pupil ratio
2793,living conditions
2794,ecosystem rehabilitation
2795,a member
2796,each atoll
2797,the 2011 fresh-water crisis
2798,create
2799,the islands
2800,may 1819
2801,national adaptation programme of action (napa
2802,copenhagen
2803,the 2002 earth summit
2804,ther
2805,october 1978
2806,the funafuti conservation area
2807,elders
2808,about 3000 years ago
2809,around $2.2 million
2810,a population
2811,between 50 and 100l
2812,each island
2813,ft
2814,1987
2815,all three machines
2816,"a televised ""big brother"
2817,the macintosh ii's snow white design language
2818,steve jobs
2819,1991
2820,retina display
2821,eve
2822,use
2823,"mcintosh laboratory, inc."
2824,lease
2825,microsoft
2826,ever
2827,"about $5,200"
2828,a 91 percent market share
2829,steve jobs
2830,require
2831,early-mid 1990s
2832,intel-based macs
2833,apple's impending doom
2834,the pascal programming language
2835,steve jobs
2836,full keyboard
2837,apple's latest 1 ghz g4-equipped macs
2838,the power macintosh line
2839,1981
2840,april 1984
2841,a 1984 byte magazine article
2842,may 1990
2843,1982
2844,help
2845,the expensive consulting fees
2846,today
2847,state
2848,lie
2849,the company's purchase
2850,the late 1980s
2851,laptops
2852,a superdrive
2853,a 20 mb internal hard drive
2854,"a ""test drive a macintosh"" promotion"
2855,apple's first successful handheld device
2856,the first iteration
2857,"more than 140,000 pre-orders"
2858,the company
2859,could
2860,joy
2861,iz
2862,appropriate models
2863,fro
2864,1987
2865,an internal hard drive
2866,their own machines
2867,four megabytes
2868,1989
2869,a miniaturized portable
2870,the imac g3
2871,the motorola 68k
2872,august 2005
2873,their own mac-compatible hardware
2874,the 1993 powerbook 165c
2875,its itunes music player software
2876,1982
2877,q4 2004
2878,139 days
2879,the average user
2880,the computer's 16 memory chips
2881,the informix wingz spreadsheet program
2882,"12,000 units"
2883,the late 1980s
2884,j
2885,boot camp
2886,tribute
2887,the only clone maker
2888,bud tribble
2889,various manufacturers
2890,impossible
2891,port
2892,"classic, lc, ii, quadra, performa, and centris models"
2893,entry
2894,ease
2895,himself
2896,offered
2897,gain
2898,a price drop
2899,2012
2900,one
2901,2010
2902,valid
2903,the itunes media player
2904,apple's industrial design
2905,a common saying
2906,the primary improvement
2907,boston software's macpublisher and aldus pagemaker
2908,the much more expensive macintosh platform
2909,q4 2004
2910,the mac os operating system
2911,including
2912,all computer shipments
2913,terry oyama's original design
2914,"the ""thunderbolt"" port"
2915,performance
2916,2010
2917,early mac os x versions
2918,rand
2919,ways
2920,the apple industrial design group
2921,intel x86-64 processors
2922,"12,000 units"
2923,apple's copyrighted gui
2924,bud tribble
2925,24%
2926,29.99
2927,august 2005
2928,64
2929,all three machines
2930,"the imac, macbook pro, macbook air, and mac mini lines"
2931,rough
2932,early-mid 1990s
2933,the windows 95 operating system
2934,april 1984
2935,the motorola 6809e microprocessor
2936,128 kb
2937,apple's latest 1 ghz g4-equipped macs
2938,recent years
2939,brought
2940,its changed spelling
2941,apple's industrial design
2942,"an estimated 100,000 users"
2943,s.
2944,touch pads
2945,the malware installer
2946,resizable windows
2947,late 2003
2948,ram
2949,march 2006
2950,1985
2951,malware attacks
2952,integrated stereo speakers
2953,1988
2954,2010
2955,tim
2956,early-mid 1990s
2957,the much more expensive macintosh platform
2958,founder
2959,the apple account
2960,jane anderson
2961,windows 95
2962,writable cd technology
2963,ci
2964,respectively
2965,digital research
2966,2009
2967,help
2968,terry oyama's original design
2969,sol
2970,many non-apple software developers
2971,these materials
2972,its innovative design
2973,windows xp
2974,the original 128k mac
2975,given
2976,"july 1, 2013"
2977,a lisa
2978,powerbooks
2979,"more than 140,000 pre-orders"
2980,the macintosh office
2981,the macintosh plus
2982,fewer slots
2983,jobs
2984,crt displays
2985,the macintosh 512k
2986,"january 10, 1986"
2987,the complete lineup
2988,three desktops
2989,1998
2990,statistics
2991,november 2012
2992,few cities
2993,the leader
2994,well
2995,constitute
2996,a pit-loom
2997,lokmitra kendra
2998,14
2999,famous art work
3000,local editions
3001,tourism
3002,between 2250 and 1750
3003,european standards
3004,doordarshan shimla
3005,territory
3006,ran
3007,grass shoes
3008,the himachal pradesh high court
3009,bilaspur
3010,acharya diwakar datt sharma
3011,other himachal state services
3012,nearly every household
3013,himachal pradesh's chief minister
3014,punjab
3015,1971
3016,nearly every household
3017,ly
3018,the state of himachal pradesh act
3019,"about 20,300mw"
3020,like
3021,five
3022,na
3023,"about 20,300mw"
3024,tribal populations
3025,himachal pradesh's chief minister
3026,a record sixth term
3027,the leadership
3028,15 april 1948
3029,a public radio station
3030,pathankot tehsil
3031,"various major, medium, small and mini/micro hydel projects"
3032,punjab
3033,able
3034,the baddi university of emerging sciences and technologies baddi
3035,gompa style paintings
3036,1948
3037,the state capital
3038,proper transport facilities
3039,rainy season
3040,the senate
3041,romanitas
3042,the city
3043,all other cult maintenance
3044,failed
3045,the collegia
3046,an instrument
3047,expanded
3048,their assistants
3049,some 318 bishops
3050,a small number
3051,his lifestyle
3052,indefinite
3053,several occasions
3054,form
3055,rome's citizens
3056,installed
3057,appeal
3058,foreign
3059,convenient scapegoats
3060,armies
3061,first
3062,a comparison
3063,a divine or semi-divine ancestor
3064,his descent
3065,the first and last roman
3066,the offering
3067,marked
3068,valerian's first religious edict
3069,divine
3070,the hellenization of latin
3071,internal dissent
3072,formed
3073,no evidence
3074,used
3075,remembrance
3076,hat
3077,strikes
3078,hose
3079,the roman empire
3080,ig
3081,internal dissent
3082,archaic roman society
3083,186 bc
3084,roman bacchus
3085,several occasions
3086,the fulfillment
3087,yin
3088,"political, military and priestly powers"
3089,lose
3090,the infernal gods
3091,shared cultural identity
3092,participate
3093,ordered
3094,libations
3095,a role
3096,condemned
3097,a particular purpose
3098,roman calendars
3099,ch
3100,den
3101,early italian synagogues
3102,superstition
3103,both urban and rural settings
3104,venus genetrix
3105,ill
3106,eve
3107,maximus
3108,a syrian prophetess
3109,the habits
3110,belief systems
3111,favourable signs
3112,return
3113,(sometimes even a consul
3114,deliberately
3115,increasing
3116,the disestablishment
3117,as high as 40 percent
3118,ws
3119,superstition
3120,the gods
3121,264 bc
3122,roman identity
3123,its accompanying feralia
3124,mine
3125,traditional republican mores
3126,"the ""irrational impieties"
3127,d.
3128,some individual romans
3129,traditional republican mores
3130,wishes
3131,the images
3132,led
3133,secrecy
3134,several thousand jews
3135,ad
3136,bad
3137,the divine gaze
3138,a mortal's death
3139,held
3140,139 bc
3141,religious tolerance
3142,a necessary fiction
3143,theological coherence
3144,around
3145,became
3146,force
3147,its borders
3148,the first punic war
3149,rome's traditional enemies
3150,different times
3151,the thessalian witch erichtho
3152,s.
3153,ho
3154,resent
3155,the pax deorum
3156,its religious cults
3157,itself
3158,ear
3159,an individual
3160,virtually monarchic powers
3161,304
3162,a product
3163,little or no civil authority
3164,father
3165,the architecture
3166,fo
3167,decius mus
3168,avert
3169,the italian peninsula
3170,supervise
3171,gains
3172,an attempt
3173,these favours
3174,the exceptional honor
3175,the thessalian witch erichtho
3176,given
3177,his own life
3178,archaic roman society
3179,who
3180,all official business
3181,magic spells
3182,the elite classes
3183,official
3184,the early stages
3185,latin literature
3186,fortuna primigenia
3187,no evidence
3188,imported mystery religions
3189,a vestal's dress
3190,bailiffs
3191,the architecture
3192,unofficial bacchanalia cults
3193,offered
3194,throughout
3195,app
3196,its lawful offices
3197,her privileges
3198,the senate
3199,the republic's collapse
3200,religious terms
3201,serve
3202,din
3203,a vote
3204,the collective shades
3205,serve
3206,the same name
3207,gains
3208,public religion
3209,palestrina
3210,myths
3211,even rome's intellectual elite
3212,the hours
3213,its presence
3214,may
3215,roman women
3216,a positive consequence
3217,", its leading republican"
3218,more immediate recourse
3219,late
3220,household ancestors
3221,a ritual pollution
3222,purpose
3223,oracles
3224,its mythology
3225,roughly forty annual religious festivals
3226,the celebrated apollonius
3227,the people
3228,as high as 40 percent
3229,the latin festival
3230,domestic cult
3231,the christ: christianity
3232,the senate
3233,elaborate and costly funeral offerings
3234,leeches' eggs
3235,burrowing and tube-dwelling polychaetes
3236,the main body cavity
3237,scientists
3238,251
3239,a marine polychaete
3240,green chlorocruorin
3241,the muscles
3242,"a chetoblast (""hair-forming"") cell"
3243,red
3244,a marine polychaete
3245,echiura
3246,lace
3247,several days
3248,europe
3249,peristalsis
3250,thought
3251,the true segments
3252,the sensors
3253,1997
